im_name	xmin_coord	ymin_coord	xmax_coord	ymax_coord	box_conf	predicted	brand_conf
yn7eItUfYQKbFacIGYQlGfzCQHtPvqIZhwJq4Zk7	1119	1418	2135	2283	0.2345602959394455	unknown	0.9990108
IMG_2179	1299	1096	1672	1465	0.6184309124946594	busch_light	0.7465765
IMG_2179	987	2311	1176	2514	0.12594281136989594	unknown	0.8681216
IMG_2179	1157	2056	1422	2377	0.10504361987113953	unknown	0.99370813
IMG_3874	1086	2008	1469	2401	0.832140326499939	heineken	1.0
5SEAlrU4Q8CP0bz20bXjeSgBFGhsVLkSVB5fZODG	1220	1117	1893	2031	0.8231908679008484	unknown	0.9999999
IMG_3174	996	1446	1545	2179	0.8186329007148743	heineken	1.0
IMG_3174	812	827	1020	1276	0.2531355917453766	heineken	1.0
IMG_3174	2792	1243	3024	1857	0.16693496704101562	unknown	0.999721
MBzOdboHDQOQq7eVPZ1gQuZQkz2A7mN0I4ilInT4	661	756	1809	2840	0.7488488554954529	unknown	0.9998816
UXeEinyBcr79cg8K73xinjGAXXxcbfQWSl7qSsVY	1058	1247	2097	2495	0.5255857110023499	unknown	0.99938226
IMG_0307	590	2127	1502	3327	0.7666156888008118	heineken	1.0
IMG_0307	1356	699	1587	1318	0.4631584882736206	heineken	0.99980336
NvFgwLd3NY8nZVs65rhDuhiQcBKLUFFASnU4oIKE	1667	1389	1804	1536	0.41442227363586426	bud_light	0.99999976
IMG_5118	2104	1512	2520	1959	0.8523678183555603	heineken	1.0
tg76RO7S96n40IOyzPmxwbZzjazYQ9wRfofz5Pdl	567	1223	2523	2074	0.23957762122154236	unknown	0.9985656
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1423	1814	1644	2123	0.8241034150123596	heineken	1.0
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1234	1770	1467	2060	0.819271981716156	heineken	1.0
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1278	1782	1486	2072	0.7671591639518738	heineken	1.0
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1726	1663	1997	1864	0.6929101347923279	heineken	0.5527227
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	1587	1159	1770	1297	0.15050145983695984	unknown	1.0
zwWCqQuDCnsNEJDXu7APjIqNN78LQ7fCq7As3RJu	2639	1159	2772	1247	0.1005178838968277	senorial	0.81875974
IMG_7473	1162	1129	2211	2784	0.11951486766338348	unknown	0.99999595
fzKPgSrbPLCtLByPcUzKVV8TuK2NgVZDH4TaltMs	1555	2145	2549	2550	0.833107054233551	unknown	0.9892874
zXXSJH4KZ9hwXsNZdbHOSFoVxN6FGMJJHy8NMVzT	1743	1815	1965	2027	0.12115765362977982	unknown	0.79058164
IMG_4115	1663	1241	2211	1764	0.8601579666137695	bud_light	0.5048526
uK60ZIvj439rDQhtcrDdZ5adnnwYZOnHLRB0jj8E	1507	1432	1625	1550	0.2523108124732971	presidente	0.52653384
PDTjMw0kHdZB8KpRY0IWV6vRJYGg9yHKQoD6Rwto	1108	1719	1732	2066	0.6937642693519592	marlboro	0.99962175
PDTjMw0kHdZB8KpRY0IWV6vRJYGg9yHKQoD6Rwto	1215	1455	1480	1669	0.3466392159461975	philip_morris	0.9987935
IMG_9035	1190	1460	1790	1886	0.4054486155509949	heineken	1.0
IMG_9035	1209	1460	1464	1829	0.3158406913280487	heineken	1.0
r5M3QlPZHyeJ936u1uA8kFb0OsIDv4ijkJmbnkCn	1449	1272	2387	2097	0.3019431233406067	unknown	0.99999976
r5M3QlPZHyeJ936u1uA8kFb0OsIDv4ijkJmbnkCn	1801	1543	2085	1776	0.20528072118759155	gatorade	0.38373822
IMG_1245	579	756	2412	2085	0.42744067311286926	unknown	0.99997103
IMG_6477	2060	2268	2277	2476	0.4028356671333313	unknown	0.9932174
IMG_6477	1091	1862	1389	2174	0.36493629217147827	gatorade	0.9999999
IMG_6477	1752	2410	2003	2647	0.19416719675064087	heineken	1.0
IMG_7346	1606	1001	2009	1442	0.45560014247894287	modelo	0.7575148
HjvPpfAeK29UAhoBd8ri6anf3pb0GgDol8OhQd8f	1493	2656	1710	2892	0.5399389266967773	heineken	1.0
eUseyGr0vkAqahUMWSpVUOcQBfFRm40PMV0cBvnf	1400	1286	1716	1616	0.198624849319458	monster	1.0
eUseyGr0vkAqahUMWSpVUOcQBfFRm40PMV0cBvnf	1362	664	1926	913	0.17729446291923523	unknown	0.9998841
eUseyGr0vkAqahUMWSpVUOcQBfFRm40PMV0cBvnf	2051	947	2275	1052	0.11267940700054169	modelo	0.675353
ZlbBeVYQJFmARnOoP4xVvuYnCpqKkZQGJoKOBVR9	2664	604	3150	1014	0.6305886507034302	modelo	1.0
ZlbBeVYQJFmARnOoP4xVvuYnCpqKkZQGJoKOBVR9	2772	636	3150	1008	0.41325119137763977	modelo	0.9999944
ZlbBeVYQJFmARnOoP4xVvuYnCpqKkZQGJoKOBVR9	1052	1026	1247	1140	0.12370608001947403	unknown	0.9414349
O7E19KjgRtwh4VuWuZTe8aOcVh009hVWoedZ2jcB	996	1748	2234	2235	0.7706071734428406	unknown	0.99996555
svzDWj8aw6Dnzydz5N1gb1DhEIBzDkxDYYTatDFb	62	32	431	435	0.34743010997772217	unknown	0.93741846
IMG_8991	1313	2070	1634	2311	0.589869499206543	coca_cola	0.99999976
3xbw3ev98S6apR1DddnC67sTSIdR7Es9m6lX42Xo	1148	1214	1866	2840	0.12866804003715515	heineken	0.9785882
IMG_1689	1190	1526	1587	1796	0.5123816132545471	deer_park	0.99950147
IMG_1689	1403	1810	1998	2103	0.2502938508987427	unknown	0.9999908
xoZyrHIdNGg7n7yvPoJfKrqlcHj0Dw5BFT67Uq87	1282	1916	1745	2355	0.3198433518409729	unknown	0.99999857
xoZyrHIdNGg7n7yvPoJfKrqlcHj0Dw5BFT67Uq87	1423	1921	1735	2243	0.2522444427013397	unknown	0.99990225
IMG_8516	146	397	288	567	0.1415213644504547	unknown	0.71293014
IMG_2672	1253	1360	2242	2173	0.7310253977775574	unknown	0.9938368
IMG_8851	1461	1140	2211	1556	0.4030797779560089	unknown	0.985924
fiHHHdiDQa9Bc8vNKf4RcYENJX17heFMQmZqnait	2282	1147	2460	1510	0.3193994164466858	unknown	0.9985018
fiHHHdiDQa9Bc8vNKf4RcYENJX17heFMQmZqnait	2282	1147	2403	1510	0.22520974278450012	unknown	0.9999876
fiHHHdiDQa9Bc8vNKf4RcYENJX17heFMQmZqnait	1925	325	2065	446	0.1702713966369629	unknown	0.70019984
fiHHHdiDQa9Bc8vNKf4RcYENJX17heFMQmZqnait	2237	1504	2365	1638	0.125505730509758	unknown	0.62120426
fiHHHdiDQa9Bc8vNKf4RcYENJX17heFMQmZqnait	2754	1708	2856	1976	0.11829526722431183	unknown	0.9999981
IMG_0822	1521	1540	1762	1654	0.2233002483844757	poland_spring	0.9999229
IMG_8563	2242	1291	2904	1978	0.8623117804527283	heineken	0.99998665
RiZJWMqHNqAN8t5Ls83dxIOnwpxeiADTJnpp1SFp	1653	1493	2220	2193	0.6015961766242981	unknown	0.9936977
IMG_2599	1745	1411	2116	1808	0.6066858172416687	unknown	0.9996964
a9yirboNYyKXPdVuOjSUCXJItY6SuBSJVunZik0u	1696	1720	1946	1909	0.10450121760368347	unknown	0.767838
z8aXJgaWPLXxG4fz573nVPly1vH8yCtfqXcAefog	708	675	2570	1952	0.21771129965782166	unknown	0.9999646
z8aXJgaWPLXxG4fz573nVPly1vH8yCtfqXcAefog	1223	822	2556	1933	0.10584228485822678	busch_light	0.6506741
gKSZAvv4gPwceEXawFHq7mEgMdFnQlYdd6eYkubn	1195	1696	1327	1843	0.4636539816856384	unknown	0.9357686
gKSZAvv4gPwceEXawFHq7mEgMdFnQlYdd6eYkubn	831	1479	944	1583	0.17098084092140198	unknown	0.99038845
rqpAFyqrDuLfjuYNW1aEcyBqnGTMqaCBvewR8yNM	1194	1897	1837	2721	0.5040625333786011	unknown	0.840501
IMG_0692	2022	2481	2310	2873	0.8483408689498901	heineken	1.0
IMG_0692	760	2311	1015	2689	0.6778779625892639	heineken	1.0
IMG_0692	1904	1824	2154	2212	0.6374993920326233	heineken	1.0
IMG_0692	1067	2533	1478	2954	0.49554941058158875	heineken	1.0
IMG_0692	1171	1299	1549	1569	0.4231133460998535	heineken	0.9931902
IMG_0692	765	2439	1015	2665	0.2805308997631073	heineken	1.0
IMG_0692	770	1758	1011	2141	0.16997896134853363	heineken	1.0
IMG_0692	1200	1654	1563	1862	0.1448802649974823	heineken	1.0
IMG_0692	1100	2543	1478	2798	0.10818494856357574	heineken	1.0
dGuHOS70bk62LSSmDlhu1sadOVLrqWJLaCOTLk9o	1658	2051	2338	2405	0.18423619866371155	unknown	0.9983177
rNQhI3XYLL0SzZRVzzT9Wr4vjxZrBa7HBoNtPOB6	1540	401	1823	694	0.8502330780029297	corona	0.998221
rNQhI3XYLL0SzZRVzzT9Wr4vjxZrBa7HBoNtPOB6	1308	1058	2055	1233	0.1933498978614807	unknown	0.8910727
IMG_0957	1597	1124	2234	1767	0.44219285249710083	corona	0.9761983
IMG_0957	1630	1176	2168	1654	0.2859746515750885	corona	0.9521626
IMG_6715	278	562	618	879	0.6936548948287964	corona	0.5683583
